paper_id,short_title,year_month,coarse_topic,main_model_stage,title,source,source_url,raw_order,raw_author_name,clean_author_name,canonical_changed,v4_group,departed_mark,manual_note,researcher_filter_note
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,23,Panpan Huang,Panpan Huang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,24,Erhang Li,Erhang Li,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,25,Guowei Li,Guowei Li,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,26,Jiashi Li,Jiashi Li,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,27,Yao Li,Yao Li,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,28,Y. K. Li,Yukun Li,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,29,Wenfeng Liang,Wenfeng Liang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,30,Fangyun Lin,Fangyun Lin,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,31,A. X. Liu,A. X. Liu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,32,Bo Liu,Bo Liu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,33,Wen Liu,Wen Liu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,34,Xiaodong Liu,Xiaodong Liu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,35,Xin Liu,Xin Liu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,36,Yiyuan Liu,Yiyuan Liu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,37,Haoyu Lu,Haoyu Lu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,38,Shanghao Lu,Shanghao Lu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,39,Fuli Luo,Fuli Luo,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,40,Shirong Ma,Shirong Ma,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,41,Xiaotao Nie,Xiaotao Nie,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,42,Tian Pei,Tian Pei,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,43,Yishi Piao,Yishi Piao,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,44,Junjie Qiu,Junjie Qiu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,45,Hui Qu,Hui Qu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,46,Tongzheng Ren,Tongzheng Ren,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,47,Zehui Ren,Zehui Ren,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,48,Chong Ruan,Chong Ruan,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,49,Zhangli Sha,Zhangli Sha,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,50,Zhihong Shao,Zhihong Shao,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,51,Junxiao Song,Junxiao Song,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,52,Xuecheng Su,Xuecheng Su,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,53,Jingxiang Sun,Jingxiang Sun,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,54,Yaofeng Sun,Yaofeng Sun,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,55,Minghui Tang,Minghui Tang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,56,Bingxuan Wang,Bingxuan Wang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,57,Peiyi Wang,Peiyi Wang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,58,Shiyu Wang,Shiyu Wang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,59,Yaohui Wang,Yaohui Wang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,60,Yongji Wang,Wang Yongji,True,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,61,Tong Wu,Tong Wu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,62,Y. Wu,Yu Wu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,63,Xin Xie,Xin Xie,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,64,Zhenda Xie,Zhenda Xie,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,65,Ziwei Xie,Ziwei Xie,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,66,Yiliang Xiong,Yiliang Xiong,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,67,Hanwei Xu,Hanwei Xu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,68,R. X. Xu,Runxin Xu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,69,Yanhong Xu,Yanhong Xu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,70,Dejian Yang,Dejian Yang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,71,Yuxiang You,Yuxiang You,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,72,Shuiping Yu,Shuiping Yu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,73,Xingkai Yu,Xingkai Yu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,74,B. Zhang,B. Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,75,Haowei Zhang,Haowei Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,76,Lecong Zhang,Lecong Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,77,Liyue Zhang,Liyue Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,78,Mingchuan Zhang,Mingchuan Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,79,Minghua Zhang,Minghua Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,80,Wentao Zhang,Wentao Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,81,Yichao Zhang,Yichao Zhang,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,82,Chenggang Zhao,Chenggang Zhao,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,83,Yao Zhao,Yao Zhao,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,84,Shangyan Zhou,Shangyan Zhou,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,85,Shunfeng Zhou,Shunfeng Zhou,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,86,Qihao Zhu,Qihao Zhu,False,,,,unsplit_signature_authors_excluding_team_names
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,87,Yuheng Zou,Yuheng Zou,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,1,Damai Dai,Damai Dai,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,2,Chengqi Deng,Chengqi Deng,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,3,Chenggang Zhao,Chenggang Zhao,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,4,R. X. Xu,Runxin Xu,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,5,Huazuo Gao,Huazuo Gao,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,6,Deli Chen,Deli Chen,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,7,Jiashi Li,Jiashi Li,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,8,Wangding Zeng,Wangding Zeng,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,9,Xingkai Yu,Xingkai Yu,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,10,Y. Wu,Yu Wu,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,11,Zhenda Xie,Zhenda Xie,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,12,Y. K. Li,Yukun Li,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,13,Panpan Huang,Panpan Huang,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,14,Fuli Luo,Fuli Luo,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,15,Chong Ruan,Chong Ruan,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,16,Zhifang Sui,Zhifang Sui,False,,,,unsplit_signature_authors_excluding_team_names
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,17,Wenfeng Liang,Wenfeng Liang,False,,,,unsplit_signature_authors_excluding_team_names
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,1,Daya Guo,Daya Guo,False,,,,unsplit_signature_authors_excluding_team_names
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,2,Qihao Zhu,Qihao Zhu,False,,,,unsplit_signature_authors_excluding_team_names
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,3,Dejian Yang,Dejian Yang,False,,,,unsplit_signature_authors_excluding_team_names
