paper_id,short_title,year_month,coarse_topic,main_model_stage,title,source,source_url,raw_order,raw_author_name,clean_author_name,canonical_changed,v4_group,departed_mark,manual_note
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,12,Huazuo Gao,Huazuo Gao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,13,Kaige Gao,Kaige Gao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,14,Wenjun Gao,Wenjun Gao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,15,Ruiqi Ge,Ruiqi Ge,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,16,Kang Guan,Kang Guan,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,17,Daya Guo,Daya Guo,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,18,Jianzhong Guo,Jianzhong Guo,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,19,Guangbo Hao,Guangbo Hao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,20,Zhewen Hao,Zhewen Hao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,21,Ying He,Ying He,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,22,Wenjie Hu,Wenjie Hu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,23,Panpan Huang,Panpan Huang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,24,Erhang Li,Erhang Li,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,25,Guowei Li,Guowei Li,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,26,Jiashi Li,Jiashi Li,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,27,Yao Li,Yao Li,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,28,Y. K. Li,Yukun Li,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,29,Wenfeng Liang,Wenfeng Liang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,30,Fangyun Lin,Fangyun Lin,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,31,A. X. Liu,A. X. Liu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,32,Bo Liu,Bo Liu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,33,Wen Liu,Wen Liu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,34,Xiaodong Liu,Xiaodong Liu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,35,Xin Liu,Xin Liu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,36,Yiyuan Liu,Yiyuan Liu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,37,Haoyu Lu,Haoyu Lu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,38,Shanghao Lu,Shanghao Lu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,39,Fuli Luo,Fuli Luo,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,40,Shirong Ma,Shirong Ma,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,41,Xiaotao Nie,Xiaotao Nie,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,42,Tian Pei,Tian Pei,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,43,Yishi Piao,Yishi Piao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,44,Junjie Qiu,Junjie Qiu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,45,Hui Qu,Hui Qu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,46,Tongzheng Ren,Tongzheng Ren,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,47,Zehui Ren,Zehui Ren,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,48,Chong Ruan,Chong Ruan,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,49,Zhangli Sha,Zhangli Sha,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,50,Zhihong Shao,Zhihong Shao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,51,Junxiao Song,Junxiao Song,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,52,Xuecheng Su,Xuecheng Su,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,53,Jingxiang Sun,Jingxiang Sun,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,54,Yaofeng Sun,Yaofeng Sun,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,55,Minghui Tang,Minghui Tang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,56,Bingxuan Wang,Bingxuan Wang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,57,Peiyi Wang,Peiyi Wang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,58,Shiyu Wang,Shiyu Wang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,59,Yaohui Wang,Yaohui Wang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,60,Yongji Wang,Wang Yongji,TRUE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,61,Tong Wu,Tong Wu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,62,Y. Wu,Yu Wu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,63,Xin Xie,Xin Xie,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,64,Zhenda Xie,Zhenda Xie,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,65,Ziwei Xie,Ziwei Xie,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,66,Yiliang Xiong,Yiliang Xiong,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,67,Hanwei Xu,Hanwei Xu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,68,R. X. Xu,Runxin Xu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,69,Yanhong Xu,Yanhong Xu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,70,Dejian Yang,Dejian Yang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,71,Yuxiang You,Yuxiang You,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,72,Shuiping Yu,Shuiping Yu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,73,Xingkai Yu,Xingkai Yu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,74,B. Zhang,B. Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,75,Haowei Zhang,Haowei Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,76,Lecong Zhang,Lecong Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,77,Liyue Zhang,Liyue Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,78,Mingchuan Zhang,Mingchuan Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,79,Minghua Zhang,Minghua Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,80,Wentao Zhang,Wentao Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,81,Yichao Zhang,Yichao Zhang,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,82,Chenggang Zhao,Chenggang Zhao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,83,Yao Zhao,Yao Zhao,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,84,Shangyan Zhou,Shangyan Zhou,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,85,Shunfeng Zhou,Shunfeng Zhou,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,86,Qihao Zhu,Qihao Zhu,FALSE,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,87,Yuheng Zou,Yuheng Zou,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,1,Damai Dai,Damai Dai,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,2,Chengqi Deng,Chengqi Deng,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,3,Chenggang Zhao,Chenggang Zhao,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,4,R. X. Xu,Runxin Xu,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,5,Huazuo Gao,Huazuo Gao,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,6,Deli Chen,Deli Chen,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,7,Jiashi Li,Jiashi Li,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,8,Wangding Zeng,Wangding Zeng,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,9,Xingkai Yu,Xingkai Yu,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,10,Y. Wu,Yu Wu,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,11,Zhenda Xie,Zhenda Xie,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,12,Y. K. Li,Yukun Li,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,13,Panpan Huang,Panpan Huang,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,14,Fuli Luo,Fuli Luo,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,15,Chong Ruan,Chong Ruan,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,16,Zhifang Sui,Zhifang Sui,FALSE,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,17,Wenfeng Liang,Wenfeng Liang,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,1,Daya Guo,Daya Guo,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,2,Qihao Zhu,Qihao Zhu,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,3,Dejian Yang,Dejian Yang,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,4,Zhenda Xie,Zhenda Xie,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,5,Kai Dong,Kai Dong,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,6,Wentao Zhang,Wentao Zhang,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,7,Guanting Chen,Guanting Chen,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,8,Xiao Bi,Xiao Bi,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,9,Y. Wu,Yu Wu,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,10,Y. K. Li,Yukun Li,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,11,Fuli Luo,Fuli Luo,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,12,Yingfei Xiong,Yingfei Xiong,FALSE,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,13,Wenfeng Liang,Wenfeng Liang,FALSE,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,1,Zhihong Shao,Zhihong Shao,FALSE,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,2,Peiyi Wang,Peiyi Wang,FALSE,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,3,Qihao Zhu,Qihao Zhu,FALSE,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,4,Runxin Xu,Runxin Xu,FALSE,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,5,Junxiao Song,Junxiao Song,FALSE,,,
